Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
1048,1126,"阿",Kanji,flatter,,,"⻖","可",,,town,acceptable,,,A,,omone.ru,,"The flattery.m in this town.r is acceptable.r. Flatter a.o communist.k.",
1049,1410,"粘",Kanji,sticky,,,"米","占",,,rice,"fortune teller",,,NEN,,neba.ru,,"Sticky.m rice.r for the fortune.r teller.r. A nanny.o ought never.k be in a sticky situation.",
1050,1374,"朗",Kanji,cheerful,,,"良","月",,,good,month,,,ROU,,hoga.raka,,"A cheerful.m and good.r month.r it's been. Let's row.o cheerfully to Hogwarts.k.",
1051,2020,"汽",Kanji,vapor,,,"⺡","气",,,"water splash",steam,,,KI,,,,"Vapors.m from water.r steam.r keep.o us moisturized.",
1052,1149,"浩",Kanji,abundance,,,"⺡","告",,,"water splash",inform,,,KOU,,hiro,,"The abundant.m waters.r inform.r us about life. The cou.orage to explore the heroic.k abudance.",
1053,977,"浦",Kanji,gulf,,,"⺡","甫",,,"water splash",initially,,,HO,,ura,,"In the gulf's.m water.r, initially.r a holy.o Uranus.k was visible.",
1054,604,"捕",Kanji,capture,,,"⺘","甫",,,"left hand",initially,,,HO,,tora.wareru,to.ru,"I captured.m it with my hand.r initially.r. The holy.o captures the unholy that tore.kments me.",
1055,1844,"尼",Kanji,nun,,,"尸","匕",,,corpse,spoon,,,NI,,ama,,"The nun's.m corpse.r had a clue: a spoon.r. He kneeled.o before the nun, that ama.kteur detective.",
1056,1672,"尿",Kanji,urine,,,"尸","水",,,corpse,water,,,NYOU,,,,"Urinate.m on corpses.r with yellow water.r. NY.o smells like urine.",
1057,352,"展",Kanji,display,,,"尸","龷","𧘇",,corpse,picket,"chain mail",,TEN,,,,"Display.m the corpse.r encrusted on the pickets.r with pierced chain.r mail.r. Ten.o displays.",
1058,1302,"芳",Kanji,perfume,,,"⺾","方",,,plant,direction,,,HOU,,kanba.shii,,"Perfume.m made from plants.r is sprayed in your direction.r. The perfumed hoe.o can.k bash.k you with her purse.",
1059,808,"房",Kanji,segment,,,"戸","方",,,door,direction,,,BOU,,fusa,,"A segment.m of the door.r was open in that direction.r. He shot a bow.o through the segment and blew a fuse.k.",
1060,1359,"炉",Kanji,furnace,,,"火","戸",,,fire,door,,,RO,,,,"The furnace.m burned its fire.r by the door.r. The furnace fires roar.o.",
1061,1215,"肩",Kanji,shoulder,,,"戸","月",,,door,organ,,,KEN,,kata,,"The shoulder.m banged the door.r and his organs.r failed. Ken's.o shoulder made him catatonic.k.",
1062,1063,"祉",Kanji,welfare,,,"⺭","止",,,clothing,stop,,,SHI,,,,"Welfare.m provided clothing.r but it stopped.r. She.o in particular, received welfare.",
1063,1749,"枯",Kanji,wither,,,"木","古",,,tree,old,,,KO,,ka.reru,ka.rasu,"A withered.m away tree.r from old.r age. K.O..oed by time, even great careers.k wither.",
1064,1295,"耐",Kanji,endure,,,"而","寸",,,moustache,inch,,,TAI,,ta.eru,,"I endured.m shaving my moustache.r by an inch.r. It's tight.o and but tiring.k to endure.",
1065,1122,"妙",Kanji,exquisite,,,"女","少",,,woman,few,,,MYOU,,tae,,"Exquisite.m women.r there are few.r. The myo.opic are too tight.k to see the exquisiteness.",
1066,1015,"秒",Kanji,second,,,"禾","少",,,grain,few,,,BYOU,,,,"In a second.m, grain.r is baled into a few.r bales. Its bio.ological clock has mere seconds left.",
1067,1146,"砂",Kanji,sand,,,"石","少",,,stone,few,,,SA,,suna,,"Sand.m is stone.r crushed into a few.r particles. Sadly.o, there's sand in the sauna.k.",
1068,1897,"沙",Kanji,affairs,,,"⺡","少",,,"water splash",few,,,SA,,,,"The affairs.m across the water.r are of few.r concern. Sadly.o, our affairs matter more.","This kanji actually means sand but it's rarely used for that meaning.  沙汰 means affairs, sates."
1069,1620,"劣",Kanji,inferior,,,"少","力",,,few,power,,,RETSU,,oto.ru,,"Inferiority.m is having few.r powers.r. Rest.o assured, the inferiors will crawl like otters.k.",
1070,461,"種",Kanji,variety,,,"禾","重",,,grain,heavy,,,SHU,,tane,,"This variety.m of grain.r crop is heavy.r. Surely.o all varieties have tannins.k.",
1071,444,"閣",Kanji,tower,,,"門","各",,,gates,each,,,KAKU,,,,"The tower.m had gates.r at each.r entrance. Those cocks.o breached the tower.",
1072,831,"為",Kanji,sake,,,"丶 ","乃","勹⺣",,bloody,posses,"beast legs",,I,,tame,nasa.ru,"For the sake.m of bloody.r possesing.r its beast.r legs.r, I,.o and.o only.o I.o, will tame.k and slay the nascent.k beast",
1073,1171,"偽",Kanji,deceive,,,"⺅","為",,,"standing man",sake,,,GI,,nise,,"He deceived.m the standing.r man.r for his sake.r. That deceitful G.I..o isn't nice.k.",
1074,517,"管",Kanji,tube,,,"竹","官",,,bamboo,bureaucrat,,,KAN,,kuda,,"The tube.m of bamboo.r was for the bureaucrat.r. Genghis Khan.o shoved the tube up his cudly.k ass.",
1075,1798,"符",Kanji,signal,,,"竹","付",,,bamboo,attach,,,FU,,,,"A signal.m was attached.r to a bamboo.r pole. The signal read: F..o U.!.o",
1076,798,"等",Kanji,equal,,,"竹","寺",,,bamboo,temple,,,TOU,,hito.shii,nado,"An equal.m amount of bamboo.r for the temple.r. It totally.o hit.k us.k after gathering an unequal amount.",
1077,1939,"侍",Kanji,samurai,,,"⺅","寺",,,"standing man",temple,,,JI,,samurai,,"The samurai.m was the man.r standing.r by the temple.r. Jesus.o blessed the samurai.k.",
1078,1196,"詩",Kanji,poetry,,,"言","寺",,,talk,temple,,,SHI,,uta,,"Poetry.m is talking.r like a temple.r. She.o, in particular, recited poetry in temple in Utah.k.",
1079,851,"誌",Kanji,magazine,,,"言","志",,,talk,motive,,,SHI,,,,"The magazine.m talked.r about her motives.r. She.o, in paticular, was featured in the magazine.",
1080,1690,"訂",Kanji,revise,,,"言","丁",,,talk,street,,,TEI,,,,"Revise.m your talk.r before addressing crowds on the street.r. Take.o care to revise it.",
1081,2000,"詠",Kanji,compose,,,"言","永",,,talk,eternity,,,EI,,yo.mu,uta.u,"Compose.m poems, talk.r for eternity.r. Ei.oghty-#ei.oght young.k composers.",
1082,392,"試",Kanji,test,,,"言","式",,,talk,formal,,,SHI,,tame.su,kokoro.miru,"Test.m what you'll say.r formally.r. She.o in particular, was a tame.k formal speaker.",
1083,1128,"誠",Kanji,sincerity,,,"言","成",,,talk,become,,,SEI,,makoto,,"Sincerity.m is talking.r and becoming.r truthful. They say.o with sincerity my.k coat.k sucks.",
1084,1490,"諾",Kanji,assent,,,"言","若",,,talk,young,,,DAKU,,,,"Assent.m after talking.r to the young.r ducks.o.",
1085,349,"規",Kanji,standard,,,"夫","見",,,husband,see,,,KI,,,,"The standard.m husband.r doesn't see.r who keeps.o him.",
1086,362,"視",Kanji,review,,,"⺭","見",,,clothing,see,,,SHI,,mi.ru,,"Reviewing.m the clothing.r, she saw.r herself. She.o in particular, reviewed it with a mirror.k.",
1087,1282,"賄",Kanji,bribe,,,"貝","有",,,money,have,,,WAI,,makana.u,,"Bribe.m with the money.r you have.r. A wise.o man always bribes Macau.k politicians.",
1088,516,"敗",Kanji,defeat,,,"貝","攵",,,money,chair,,,HAI,,yabu.reru,,"The defeat.m led to money.r and congressional chairs.r lost. A high.o-level defeat of your.k bureau.k.",
1089,1042,"敏",Kanji,agile,,,"毎","攵",,,every,chair,,,BIN,,satoi,,"Agile.m in every.r wheel#chair.r event, he threw into the bin.o the less agile players Saturday.k.",
1090,1695,"敦",Kanji,kindliness,,,"享","攵",,,accept,chair,,,TON,,atsu,,"Kindliness.m is accepted.r, even when on a wheel chair.r, by the ton.o.",
1091,1670,"郭",Kanji,enclosure,,,"享","⻖",,,accept,town,,,KAKU,,kuwaru,,"Despite their enclosure.m, we accepted.r them from the town.r. Pea#cocks.o they curiously.k kept enclosed.",
1092,513,"階",Kanji,floor,,,"⻖","皆",,,town,everyone,,,KAI,,,,"The floors.m in this town.r are for everyone.r. Kites.o fly over the multi-floor buildings.",
1093,742,"障",Kanji,hinder,,,"⻖","章",,,town,chapter,,,SHOU,,sawa.ru,,"Hinder.m this town's.r chapter.r. Show.o them and hinder their sewer.k drainage.",
1094,1310,"彰",Kanji,patent,,,"章","彡",,,chapter,strands,,,SHOU,,,,"It's patently.m clear the chapter.r has extremist strands.r. Don't show.o me patent lies.",
1095,1339,"須",Kanji,"by all means",,,"彡","頁",,,strands,page,,,SU,,subekara.ku,,"By.m all.m means.m, strands.r and pages.r are light. By all means, sell Susan.o a Subaru.k car.k.",
1096,1972,"岬",Kanji,peninsula,,,"山","甲",,,mountain,armor,,,KOU,,misaki,,"At the peninsula's.m mountain.r, the armored.r troops rallied. Cow.owards fired missles.k at the peninsula.",
1097,1533,"彫",Kanji,carve,,,"周","彡",,,circumference,strands,,,CHUU,,ho.ru,,"Carve.m the circumference.r and slice the strands.r. It's our choice.o to carve the horse.k.",
1098,1251,"彩",Kanji,dye,,,"采","彡",,,appearance,strands,,,SAI,,irido.ru,,"Dye.m alters the appearance.r of hair strands.r. She sighes.o after dyeing iridium.k highlights.",
1099,758,"散",Kanji,scatter,,,"龷","月","攵",,picket,moon,chair,,SAN,,chi.ru,chi.rasu,"Scattered.m pickets.r. This month.r, even the lawn chairs.r! My in#san.oe scatter brain cheers.k.",
1100,818,"措",Kanji,"give up",,,"⺘",,,,"left hand","older times",,,SO,,o.ku,,"Give.m up.m and throw your hands.r up like in olden.r times.r. So.o many gave up occasionally.k.",
1101,1641,"惜",Kanji,pity,,,"⺖","昔",,,"left heart","olden times",,,SEKI,,o.shii,o.shimu,"A pitiful.m heart.r in olden.r times.r lost. Cut in sec.otions without pity. Oh.k shit.k! Oh.k shame.k!",
1102,1740,"錯",Kanji,confusion,,,"金","昔",,,gold,"olden times",,,SAKU,,,,"Confusion.m over gold.r in the olden.r times.r made them keep it in their sacks.o.",
1103,816,"庭",Kanji,garden,,,"广","廷",,,"bloody cliff",court,,,TEI,,niwa,,"The garden.m by the bloody.r cliff.r has a court.ryard. Take.o a stroll in the garden in Newa.krk.",
1104,2038,"庸",Kanji,common,,,"广","聿","用",,"bloody cliff",brush,utilize,,YOU,,,,"It's common.m to paint bloody.r cliffs.r utilizing.r a brush.r. You,.o and.o only.o you.o, are a commoner. ",
1105,852,"庫",Kanji,storage,,,"广",,,,"bloody cliff",cars,,,KO,,kura,,"The storage.m by the bloody.r cliff.r stores cars.r. Fine coats.o in storage are also cura.kted.",
1106,1835,"厘",Kanji,bit,,,"厂","里",,,cliff,village,,,RIN,,,,"A bit.m yonder the cliff.r is a village.r with a book. Rinse.o in it a little bit.",
1107,1765,"暦",Kanji,calendar,,,"厂","林","日",,cliff,grove,sun,,REKI,,koyomi,,"My calendar.m has cliffs.r, groves.r and sun.rsets. I require.o calendars to also feature coyotes.k.",
1108,632,"歴",Kanji,chronicle,,,"厂","林","止",,cliff,grove,stop,,REKI,,,,"The chronicles.m about cliffs.r and groves.r stopped.r years ago. I require.o complete chronicles!",
1109,1019,"診",Kanji,diagnose,,,"言","㐱",,,talk,"hair net",,,SHIN,,mi.ru,,"Diagnose.m him and talk.r about hair.r nets.r. Shine.o light off a mirror.k to diagnose hair loss.",
1110,1463,"惨",Kanji,wreck,,,"⺖","参",,,"left heart","come and go",,,SAN,,miji.me,,"The wreck.m in my heart.r comes.r and.r goes.r. The in#sane.o wreck of midget.k me.k.",
1111,1645,"悼",Kanji,disaster,,,"⺖","卓",,,"left heart","table top",,,TOU,,ita.mu,,"The disaster.m broke my heart.r and laid it on a table.r top.r. A total.o disaster item.k.",
1112,1823,"坪",Kanji,acre,,,"土","平",,,ground,flat,,,HEI,,tsubo,,"This acre.m of this ground.r is flat.r. I hate.o these stubborn.k acres.",
1113,764,"静",Kanji,quiet,,,"青","争",,,blue,conflict,,,SEI,,shizu.ka,shizu.maru,"The quiet.m blue.r skies before the conflict.r. They say.o she's quiet since she's.k a.k cat.k.",
1114,1390,"靖",Kanji,peaceful,,,"立","青",,,"stand up",blue,,,SEI,,yasu.njiru,,"Peacefully.m stand.r up.r if you're feeling blue.r. They say.o peaceful yes.k men.k never argue.",
1115,705,"清",Kanji,clean,,,"⺡","青",,,"water splash",blue,,,SEI,,kiyo.i,kiyo.meru,"Clean.m with water.r, blue.r like the sea. They say.o cleaning scares coyotes.k.",
1116,1022,"晴",Kanji,"clear up",,,"日","青",,,sun,blue,,,SEI,,ha.reru,ha.rasu,"It cleared.m up.m: the sun.r and blue.r skies. They say.o hares.k harass.k on clear days.",
1117,1666,"晃",Kanji,clear,,,"日","光",,,sun,light,,,KOU,,aki,,"A clear.m sun.r provides light.r. It clearly inspired cou.orageous Achilles.k.","Mostly used in names."
1118,524,"請",Kanji,solicit,,,"言","青",,,talk,blue,,,SEI,,ko.u,,"Solicit.m by talking.r about the blue.r sky. They say.o that courage.k is the best solicitation.",
1119,1588,"巣",Kanji,nest,,,"⺌","果",,,sparkles,fruit,,,SOU,,su.kuu,,"The nest.m sparkles.r and smells of fruits.r. Sew.o twigs together or your nest will suck.k.",
1120,1719,"菓",Kanji,candy,,,"⺾","果",,,plant,fruit,,,KA,,,,"Candy.m tastes like plants.r that bear fruit.r. Canadians.o despise candy.",
1121,,"兑",Radical,cash,,,"丷","兄",,,horny,"older brother",,,,,,,"For cash.m, horny.r older.r brother.r will do anything!","This radical never appears by itself, only as a part of other characters."
1122,326,"説",Kanji,theory,,,"言","兑",,,talk,cash,,,SETSU,,to.ku,,"The conspiracy theorist.m talks.r about cash.r. He sets.o up a theory for the missing tokens.k.",
1123,1061,"訟",Kanji,sue,,,"言","公",,,talk,public,,,SHOU,,,,"Sue.m him for talking.r in public.r! Show.o him a lawsuit!",
1124,1648,"該",Kanji,state,,,"言","亥",,,talk,boar,,,GAI,,,,"He stated.m and talked.r about slaying the boar.r. That guy.o stated his intentions.",
1125,1048,"裕",Kanji,rich,,,"⻂","谷",,,suit,valley,,,YUU,,,,"The rich.m get suits.r from the valley.r. You.o in particular, should suit up like the rich.",
1126,1796,"裸",Kanji,naked,,,"⻂","果",,,suit,fruit,,,RA,,hadaka,,"Naked.m men need suits.r to cover their fruits.r. A naked ra.ock. I hadda.k clap.k.",
1127,1902,"禅",Kanji,Zen,,,"⻂","単",,,suit,simple,,,ZEN,,,,"Zen.m monks wear suits.r that are simple.r. Zen.o is very Zen.",
1128,1253,"浅",Kanji,shallow,,,"⺡","㦮",,,"water splash",sentry,,,SEN,,asa.i,,"In shallow.m waters.r, the sentry.r fights. The sentry.o puts shallow emotions aside.k.",
1129,1008,"銭",Kanji,coin,,,"金","㦮",,,gold,sentry,,,SEN,,zeni,,"For coins.m of gold.r, the war sen.o#try.r is sold.",
1130,1570,"践",Kanji,tread,,,"足","㦮",,,foot,sentry,,,SEN,,fu.mu,,"Tread.m on foot.r like a sen.o#try.r even as fumes.k fill the air.",
1131,327,"転",Kanji,revolve,,,"車","云",,,car,it-is-said,,,TEN,,koro.garu,,"Revolve.m the car.r wheels for it-is-said.r to be beneficial. Ten.o times, we revolved wheels over corrugated.k cardboard.",
1132,1269,"軟",Kanji,tender,,,"車","欠",,,car,lack,,,NAN,,,,"Tender.m car.r drivers lack.r firmness. Tender things are for the nanny.o.",
1133,1430,"緯",Kanji,latitude,,,"糸","韋",,,thread,leather,,,I,,,,"The latitudal.m threads.r are leather.r. I,.o and.o only.o I.o, can wear latitiude stripes.",
1134,849,"著",Kanji,literature,,,"⺾","者",,,plant,professional,,,CHO,,ichijiru.shi,arawa.su,"The literature.m on plants.r is quite professional.r. It's a chore.o to read the literature on itchy.k vines.",
1135,1684,"猪",Kanji,"wild boar",,,"⺨","者",,,animal,professional,,,CHO,,inoshishi,,"The wild.m boar.m is an animal.r professionals.r hunt. They cho.op wild boars and innovate.k shit.k.",
1136,952,"緒",Kanji,strap,,,"糸","者",,,thread,professional,,,SHO,,,,"The strap.m made of threads.r was made by professional.r sewers. I shot.o wearing a strapped gun.",
1137,1790,"紳",Kanji,gentleman,,,"糸","申",,,thread,"to be called",,,SHIN,,,,"The gentleman.m with the thread.r was to.r be.r called.r Mr. Perfect. A shin.oing example of a gentleman.",
1138,1820,"糾",Kanji,twist,,,"糸","੫",,,thread,"tuning fork",,,KYUU,,tada.su,,"They twisted.m threads.r around a tunning.r fork.r. It was cute.o but a tad.k sa.kd and twisted.",
1139,1504,"斜",Kanji,slant,,,"余","斗",,,excess,"Big Dipper",,,SHA,,nana.me,,"The slant.m was excessive.r like the Big.r Dipper's.r angle. The shank.o was slanted.",
1140,1470,"徐",Kanji,gradual,,,"彳","余",,,loiter,excess,,,JO,,,,"Gradually.m the loiterers.r gave in to excess.r. The Jock.o gradually beat them up.",
1141,1578,"征",Kanji,subjugate,,,"彳","正",,,loiter,correct,,,SEI,,,,"Subjugate.m the loiterers.r correctly.r! They say.o to subjugate them!",
1142,1890,"鉢",Kanji,pot,,,"金","本",,,gold,stem,,,HACHI,,,,"A pot.m of gold.r is the stem.r of all greed. It hatches.o from this pot.",
1143,880,"鈴",Kanji,bell,,,"金","令",,,gold,command,,,REI,,suzu,,"The bells.m of gold.r command.r. Ring.o the bells and Suzu.kki will come.",
1144,1542,"釣",Kanji,fishing,,,"金","勺",,,gold,ladle,,,CHUU,,tsu.ri,,"Fishing.m earnings afforded me a golden.r ladle.r. I choose.o to fish sturgeons.k.",
1145,1980,"屯",Kanji,barracks,,,"七","山",,,seven,mountain,,,TON,,,,"The barracks.m is past seven.r mountains.r. A ton.o of effort to get there.",
1146,1574,"鈍",Kanji,dull,,,"金","屯",,,gold,barracks,,,DON,,nibu.i,nibu.ru,"The dull.m man accepted gold.r and betrayed the barracks.r. Don.o't ever be dull. Never.k!",
1147,1044,"純",Kanji,purity,,,"糸","屯",,,thread,barracks,,,JUN,,,,"My purity.m hung on a thread.r in the barracks.k. In June.o, we did stuff with no purity.",
1148,1519,"紋",Kanji,crest,,,"糸","文",,,thread,sentence,,,MON,,,,"The crest.m depicted a thread.r and a Latin sentence.r. Mon.oks maintain heraldic crests.",
1149,785,"級",Kanji,grade,,,"糸","及",,,thread,cause,,,KYUU,,,,"His grade.m is marked by threads.r that cause.r it to be distinguishable. He's cute.o and of a high grade.",
1150,780,"紀",Kanji,annals,,,"糸","己",,,thread,self,,,KI,,,,"The annals.m of time thread.r the self.r to the past. Keep.o the annals ever in mind.",
1151,1876,"紡",Kanji,spin,,,"糸","方",,,thread,direction,,,BOU,,tsumu.gu,,"Spin.m threads.r in a clockwise direction.r. Spin bow.o strings to.k mug.k civilians.",
1152,1482,"妨",Kanji,prevent,,,"女","方",,,woman,direction,,,BOU,,samata.geru,,"This prevents.m a woman.r from going in the wrong direction.r. A bow.o on a dress. Samantha.k, a.k girl.k.",
1153,372,"訪",Kanji,visit,,,"言","方",,,talk,direction,,,HOU,,tazu.neru,otozu.reru,"Visit.m and talk.r to him in his direction.r. The hoe.o visited him in Tazmania.k.",
1154,1832,"坊",Kanji,priest,,,"土","方",,,ground,direction,,,BOU,,,,"The priest.m prayed on the ground.r and in the direction.r of the cross bowed.o down.",
1155,1878,"肪",Kanji,obesity,,,"月","方",,,organ,direction,,,BOU,,,,"Obesity.m and organ.r failure are a bad direction.r to head. Obese people can't bow.o.thread",
1156,987,"納",Kanji,payment,,,"糸","内",,,thread,inside,,,NOU,,osama.ru,osame.ru,"Make payment.m for the threads.r inside.r the store. No.o exceptions for non- payment.",
